X	Y	Z
-8.85318	-7.98673	8.09331
-8.00287	-5.62952	8.83306
-8.15182	-4.7325	8.81682
-5.70119	-6.4617	8.84104
-2.66132	-8.00064	8.85326
-3.47136	-4.71153	8.81984
-0.785224	-5.36938	7.18244
0.957522	-5.54555	8.8331
0.730053	-8.01249	8.8541
4.72169	-6.30744	7.98504
6.47931	-4.60146	8.81709
7.14173	-6.00881	8.83744
7.4508	-8.06896	8.85279
8.83144	-5.62356	8.83141
-7.27324	-8.01129	8.04627
-8.0334	-7.25749	8.84828
-6.5467	-7.20915	8.84701
-4.93938	-6.45369	8.8414
-4.65621	-6.28425	7.18268
-3.18471	-5.57249	8.83343
-2.73596	-4.56436	7.33352
1.41507	-4.70703	8.81993
2.30934	-4.67088	8.82049
4.20933	-4.6848	8.81892
3.5337	-7.35623	8.8479
5.03427	-7.21587	8.84691
8.00914	-7.24725	8.84809
8.1272	-4.72305	8.82209
7.18702	-5.43743	7.93033
-6.3171	-6.2691	7.96664
-7.23255	-6.49372	8.84254
-5.96304	-4.40671	8.17296
-4.22998	-4.4873	7.95946
-5.08166	-4.41523	8.06583
-4.93332	-4.7409	8.82085
-0.174573	-4.73435	8.81807
0.124185	-5.58219	8.83448
0.581488	-4.71778	8.81862
3.25499	-6.01307	8.83768
7.2364	-4.44934	8.81495
5.67758	-8.03138	8.01063
5.41406	-8.86125	8.05356
7.0863	-7.12467	7.20179
6.38763	-4.51427	6.64264
-8.01946	-8.02793	7.23409
-6.70999	-4.52127	7.8659
-5.37423	-5.52384	7.21685
-7.29871	-4.8109	8.82446
-4.91509	-4.46282	7.2188
-4.20164	-4.70737	8.81762
-2.68926	-4.72617	8.8212
0.0338851	-4.52731	7.85855
1.86084	-4.46232	8.14018
2.8372	-4.42953	8.10452
3.83305	-5.44872	7.94532
5.69284	-4.83002	8.82594
8.0006	-5.43751	7.90591
6.36265	-5.39231	7.91054
7.08726	-6.28977	7.1642
-7.95644	-6.32278	6.42796
-6.39876	-6.94142	6.38189
-5.55851	-5.32557	5.52756
-5.73517	-4.78341	8.82432
-4.40129	-4.44313	6.59932
-3.34657	-4.4806	8.03739
-3.12576	-4.3608	6.59618
-0.958156	-4.45391	7.38053
1.48901	-4.4864	7.34999
3.83428	-4.44343	6.41309
4.79393	-4.46797	8.00741
5.70907	-4.44361	8.13634
5.54351	-4.46111	6.3663
4.51558	-7.96443	7.33773
7.18996	-4.48623	7.24809
-6.3927	-7.195	7.17103
-6.24649	-5.36493	7.10209
-5.5889	-7.22259	7.09979
-5.06175	-8.00366	8.0247
-4.62577	-6.27991	7.99183
-1.20411	-4.29763	6.57755
-0.598138	-5.45721	7.97854
0.360356	-4.37781	6.24382
3.92555	-5.35609	6.26972
3.00333	-4.4883	6.50454
3.78447	-4.47959	5.53589
6.31742	-5.43149	6.95836
4.77953	-7.20349	6.35496
5.35274	-7.09234	7.195
7.18558	-6.29822	6.31785
